Entity,Code,Year,"All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)"
Ethiopia,ETH,2003,7.409336354890001,67.0303798985,30.099271811799998,7.6362665677,0.903112750703,14.5831938153
Ethiopia,ETH,2004,7.28212679596,65.9481364927,29.5817073117,7.51006868264,0.896450743785,14.352641560799999
Ethiopia,ETH,2005,7.206398857820001,65.2477002161,29.20223941,7.43852131411,0.8949060216279999,14.1964938858
Ethiopia,ETH,2006,7.118584617649999,64.620301677,28.625744185299997,7.355857772519999,0.9007918920829999,13.996274743599999
Ethiopia,ETH,2007,7.01263334144,64.0427003107,28.0230062658,7.22516975865,0.90524404555,13.7650389767
Ethiopia,ETH,2008,6.92273105608,63.5722540546,27.462271481400002,7.10098555201,0.893572519829,13.545608946600002
Ethiopia,ETH,2009,6.84791062525,63.15370411520001,27.0231895133,6.982181787300001,0.871732145525,13.359648411999999
Ethiopia,ETH,2010,6.83905688032,63.0803826107,26.8248972932,6.93975370972,0.847728060339,13.2890067093
Ethiopia,ETH,2011,6.81848071491,62.630040707599996,26.4107929863,6.946445397660001,0.821772717089,13.1826094246
Ethiopia,ETH,2012,6.775547790049999,61.9678850067,25.906466581900002,6.922997369839999,0.7864982064380001,13.025472261500001
Ethiopia,ETH,2013,6.74889054574,61.5200991674,25.5015047547,6.90271004171,0.747792352559,12.9036287706
Ethiopia,ETH,2014,6.77773513807,61.3979598122,25.1972812221,6.94491564828,0.72323531827,12.8586600241
Ethiopia,ETH,2015,6.81131810731,61.047680501,24.9124530844,6.980932384300001,0.713344212364,12.798892480000001
Ethiopia,ETH,2016,6.824530680600001,60.8763135977,24.5430726404,6.99217246419,0.694936386923,12.710639021
Fiji,FJI,1990,11.4363024837,18.4918674836,12.8977321754,18.7944032424,1.0059545637,13.0052720012
Fiji,FJI,1991,11.7565500936,18.6309344476,12.915786351300001,19.2423928226,1.0521515778900001,13.243473236
Fiji,FJI,1992,11.883842897800001,18.6742823115,12.9159080843,19.3068435091,1.08101692888,13.2975242686
Fiji,FJI,1993,12.1488607375,18.778172748,12.9836001836,19.5798939492,1.13885805176,13.4691509191
Fiji,FJI,1994,12.3546307981,18.823399575499998,13.009523389,19.7286215631,1.18865296071,13.569440416399999
Fiji,FJI,1995,12.5591005318,18.810245812799998,12.9950584632,19.8722940364,1.2360324490899999,13.653276721600001
Fiji,FJI,1996,12.754950090900001,18.9060143142,13.1141353129,20.0576038718,1.28161081713,13.794090345299999
Fiji,FJI,1997,12.9233651595,18.9742170136,13.249549554400001,20.190923255399998,1.31665399714,13.909196268599999
Fiji,FJI,1998,12.3564851197,18.518247273700002,13.1702390383,19.046862688,1.3140105308999999,13.3460334357
Fiji,FJI,1999,13.0277003715,18.979935397600002,13.3334432564,20.091670427300002,1.3964480348300001,13.897969701
Fiji,FJI,2000,13.0564372448,18.9613279574,13.3255769088,20.0390732893,1.4183656527000001,13.8656905326
Fiji,FJI,2001,12.958824572500001,18.949229991899998,13.267034501700001,19.587923439199997,1.43673727751,13.6474059015
Fiji,FJI,2002,12.7980318812,18.9077325769,13.1816224634,19.0577408528,1.45673347408,13.3850175289
Fiji,FJI,2003,12.803213466099999,19.2019882532,13.328093713400001,18.7670203013,1.51420399352,13.3211562854
Fiji,FJI,2004,12.4793216824,19.0630855537,13.2362550235,17.969703219,1.55279210684,12.9326136385
Fiji,FJI,2005,12.367623569500001,18.9574680355,13.3031893628,17.5310802407,1.58334274077,12.755834829200001
Fiji,FJI,2006,12.215172814799999,18.8575730758,13.2953038856,17.177269111,1.6401642723399998,12.5742279272
Fiji,FJI,2007,12.0032688909,18.8898953206,13.440176106900001,16.6546333897,1.69850861183,12.354582458400001
Fiji,FJI,2008,11.9266769404,19.3552790888,13.9056069838,16.2444557042,1.7799221829799998,12.2845712834
Fiji,FJI,2009,11.6938075776,19.2215238572,13.817056112400001,15.7325301676,1.8097204656499999,12.0087519638
Fiji,FJI,2010,11.7068980236,19.1480522185,13.5669988308,15.7267704017,1.76547885985,11.9473781691
Fiji,FJI,2011,11.547052067,19.1311328497,13.4086584113,15.451535901399998,1.7282876918099999,11.7847514107
Fiji,FJI,2012,11.7722312573,19.4539517368,13.5017757056,15.733079870200001,1.88114778835,11.9972359935
Fiji,FJI,2013,11.926940849000001,19.1524909695,13.363158519199999,16.0722417851,1.83876495041,12.107970460399999
Fiji,FJI,2014,12.1963052309,18.8302216939,13.2313076139,16.647683880200002,1.76244412645,12.326280837399999
Fiji,FJI,2015,12.416530993799999,18.5671493279,13.112700056,17.1198303364,1.7134573128500001,12.5057284183
Fiji,FJI,2016,12.5795493944,18.4767316934,13.0172173024,17.4579430258,1.6838554400899999,12.638258103399998
Finland,FIN,1990,31.167713623500003,29.214156824899998,38.0268241736,40.3496832978,0.6186569504839999,28.0521217214
Finland,FIN,1991,30.7757131843,28.362976864500002,37.3685639224,39.9916399042,0.590932955755,27.6317707014
Finland,FIN,1992,29.872145722600003,27.270262955499998,36.543520715999996,38.7188293224,0.600860309964,26.7456421108
Finland,FIN,1993,28.8680910434,26.7234492434,35.7567128357,37.1595219213,0.577855535116,25.776273044099998
Finland,FIN,1994,28.2710195506,25.871116904999997,34.8017732103,36.518332629,0.601176212705,25.2652547734
Finland,FIN,1995,27.7514719105,25.556310492700003,34.3928202816,35.704089047800004,0.621526747664,24.726739855300004
Finland,FIN,1996,27.35291244,25.623469023299997,33.8865505493,35.0724386844,0.644158314152,24.3335666187
Finland,FIN,1997,26.904205368600003,25.433810712699998,33.928704803399995,34.1300281385,0.590498925595,23.877750826699998
Finland,FIN,1998,26.1895962685,25.4651124581,33.5325140463,32.740030054,0.552825907226,23.1626417408
Finland,FIN,1999,25.782496029999997,24.69449824,32.9668672904,32.2158073427,0.518489427147,22.8189702669
Finland,FIN,2000,25.1984545637,24.241580944,32.1561552453,31.412932320099998,0.47527133783799996,22.290380468000002
Finland,FIN,2001,24.373367511799998,23.9534360791,31.294353229600002,30.113519557300002,0.425381507992,21.4954857252
Finland,FIN,2002,23.4591935047,23.701900584,30.486826016400002,28.5731666082,0.437732611432,20.6119087151
Finland,FIN,2003,22.998402764199998,23.2298392623,30.2454876244,27.709676559200002,0.50878951004,20.1239140634
Finland,FIN,2004,22.7442944175,22.501918872399997,30.180807322899998,27.259336845300002,0.49833738773599995,19.8646376618
Finland,FIN,2005,22.3285335406,22.0171325524,30.1089352838,26.390631224399996,0.530873391011,19.4081404575
Finland,FIN,2006,22.1192120799,21.866797696200003,29.828301269700003,26.0159812176,0.490847965462,19.2640028595
Finland,FIN,2007,21.765254574500002,21.4245790569,29.145429515999997,25.6311089087,0.44636786942799994,18.991378984199997
Finland,FIN,2008,21.4297254727,21.054957269299997,28.619768613599998,25.202610348500002,0.40373855616200005,18.690201423599998
Finland,FIN,2009,21.0806611814,21.1497556226,27.797263306599998,24.8200478648,0.379032581737,18.3948585421
Finland,FIN,2010,20.405614013,20.9513906478,26.994319102600002,23.783470780000002,0.332666554009,17.7853251363
Finland,FIN,2011,19.5416579642,20.568898278899997,26.058743122,22.4662925928,0.338309319229,16.965698902099998
Finland,FIN,2012,18.8695162203,20.350410853,24.928729557900002,21.6656510684,0.317982459441,16.3517389509
Finland,FIN,2013,18.171879068099997,20.1824127607,23.873393111200002,20.744082895600002,0.30037884087,15.6905719348
Finland,FIN,2014,17.3168243199,19.8639340624,22.6971289293,19.5883604862,0.29694205374,14.890485609599999
Finland,FIN,2015,16.667012865,19.714617874400002,22.2432368455,18.4014757892,0.309907860322,14.2015507087
Finland,FIN,2016,16.4760636411,19.509740899,21.8992931672,18.2096162468,0.296259115731,14.038553796
France,FRA,1990,26.3692626141,61.81489607,36.1601982572,26.3452249464,0.367384240674,23.2144625991
France,FRA,1991,26.145291680399996,58.7923708601,35.407894850400005,26.605214640200003,0.36320159896,22.9515517781
France,FRA,1992,25.9452461916,56.286917610799996,34.693029928600005,26.816465687599997,0.367091050523,22.703601549200002
France,FRA,1993,25.8964729844,54.4954526907,34.2260068255,27.0775826055,0.378908677897,22.5746952724
France,FRA,1994,25.6948160111,52.692582342499996,33.8045912104,27.029713744600002,0.37492108740499996,22.3010207926
France,FRA,1995,25.4195787941,51.199346435900004,33.133913994000004,26.8604617508,0.361753847655,21.953618523499998
France,FRA,1996,25.069807191000002,49.635303052299996,32.491953661299995,26.5341553707,0.350317334736,21.562404504299998
France,FRA,1997,24.708315689,47.621149703200004,31.6813859264,26.355862543999997,0.349088102959,21.185576207
France,FRA,1998,24.129230323999998,45.9636162826,30.8970206338,25.7002193486,0.338986547891,20.6068820396
France,FRA,1999,23.592841517100002,44.5080378716,30.2884577447,25.048144271399998,0.354935112897,20.0723830957
France,FRA,2000,23.0520734973,42.6686486395,29.5687623692,24.5344545537,0.379729138256,19.5503323788
France,FRA,2001,22.6366039058,40.924755493599996,29.0049356439,24.1998184972,0.382602697848,19.1549833394
France,FRA,2002,22.290343569,39.6874308778,28.8300581555,23.7322508096,0.36055181853400003,18.791596246
France,FRA,2003,22.0448935308,38.82748022,28.691709380899997,23.3712667309,0.350966905165,18.5153659635
France,FRA,2004,21.6261928579,37.4091300682,28.409298255499998,22.8616959771,0.323975428497,18.1142151533
France,FRA,2005,21.297132599,36.6721414756,28.2351691159,22.3284047471,0.302679776199,17.7717607141
France,FRA,2006,21.016213757499997,36.1295422671,28.1812441191,21.8115603083,0.30507112168399997,17.466380685
France,FRA,2007,20.7478032147,35.852200588500004,28.0191837558,21.3174237694,0.28828826088799997,17.1660029386
France,FRA,2008,20.6289997866,35.791906273,28.0626962134,20.9957936171,0.28940708455999997,17.0031256491
France,FRA,2009,20.5613809575,35.6634221718,28.1335757135,20.797537254999998,0.295874901228,16.8990442594
France,FRA,2010,20.4406424809,35.7478214912,28.130351228200002,20.4485582012,0.29150503550400003,16.7256095106
France,FRA,2011,20.1297852987,35.342760931,27.735753120200002,20.0193038778,0.280860866517,16.4113651549
France,FRA,2012,19.7527937179,35.2488991557,27.2448102392,19.4070482306,0.274846956491,16.0097034947
France,FRA,2013,19.4652911945,34.8895669197,26.878976766399997,18.9855408022,0.2669216928,15.719425789699999
France,FRA,2014,19.1435515895,34.6179979796,26.3856957309,18.5114816983,0.25288472761799996,15.4016077752
France,FRA,2015,19.1286977355,34.8891012106,26.107753169200002,18.455528688199998,0.25203532858899996,15.347606868900002
France,FRA,2016,19.1258477886,35.194843000599995,25.8292416494,18.4238040437,0.25251648933,15.3070460969
Gabon,GAB,1990,9.16673625686,53.9628207077,27.1744802616,8.27702826564,0.447353721914,13.034597183799999
Gabon,GAB,1991,8.96013622396,52.6424070309,26.5319281375,8.226033863069999,0.458642161025,12.8165204567
Gabon,GAB,1992,8.98521839318,52.70669422859999,26.7737228936,8.32958139274,0.463436546138,12.9302111919
Gabon,GAB,1993,8.8267877659,52.627888438300005,26.803708789899996,8.08681207549,0.434212350293,12.811971843299998
Gabon,GAB,1994,8.9432125672,53.0134163271,27.3769388753,8.25384072516,0.435508336089,13.042170565
Gabon,GAB,1995,9.33891662633,54.1298902095,28.5667187818,8.79236160568,0.476087159335,13.629457197699999
Gabon,GAB,1996,9.209068272560001,53.8402051508,28.445977954099998,8.66720404055,0.467250498947,13.5348180245
Gabon,GAB,1997,9.00914086287,52.3888010327,27.708227406900004,8.61031428297,0.47774030284200003,13.282035174199999
Gabon,GAB,1998,8.84193856089,51.5382747259,27.3069336841,8.4758309442,0.47107229352499996,13.087611447
Gabon,GAB,1999,8.51901264902,50.608766332100004,26.7248583644,8.04016112285,0.437366618064,12.6914325412
Gabon,GAB,2000,8.59260988257,50.859193205900006,27.002451715499998,8.13606541966,0.45304668298800005,12.8148519265
Gabon,GAB,2001,8.59944009507,50.768880271700006,27.083922824099997,8.20136662174,0.472245875908,12.8622589658
Gabon,GAB,2002,8.25047348019,49.160269325899996,26.033774676999997,7.85733914655,0.490471024947,12.381579799899999
Gabon,GAB,2003,8.21466890742,49.3261527742,26.0823479816,7.79050772941,0.502620427309,12.373512351499999
Gabon,GAB,2004,8.07737308065,49.3324976999,25.916951895999997,7.562248778379999,0.49993680132000007,12.226864681999999
Gabon,GAB,2005,7.9491880314,48.8289852888,25.472944104000003,7.4210584832099995,0.532306770559,12.040914047500001
Gabon,GAB,2006,7.80504918809,48.4120816418,25.121305882,7.26588055963,0.524310634898,11.864632719000001
Gabon,GAB,2007,7.73695969978,47.7238677809,24.6454182025,7.2748333933,0.570903093319,11.728563681899999
Gabon,GAB,2008,7.85394687993,48.073064852499996,24.8694802065,7.452469414109999,0.577063446136,11.8806205116
Gabon,GAB,2009,7.8038225394400005,47.7600734417,24.5842261157,7.42039255331,0.582284692555,11.7823286426
Gabon,GAB,2010,7.44479624658,46.6183156488,23.5205181035,6.968475124129999,0.5607287555830001,11.263738133899999
Gabon,GAB,2011,7.427329508280001,46.766893297900005,23.4308905167,6.959968567260001,0.546800625947,11.243473715
Gabon,GAB,2012,7.368295631850001,46.6583033099,23.180342606900002,6.90887252502,0.5323034718849999,11.1542625196
Gabon,GAB,2013,7.30216918636,46.5985049917,22.968780333,6.8348427546499995,0.5116752543649999,11.0657872792
Gabon,GAB,2014,7.28153058807,46.5390517842,22.800432052799998,6.823278372150001,0.513861141141,11.0193220351
Gabon,GAB,2015,7.245222720179999,46.4172224267,22.5808417455,6.7808185514099995,0.519313001061,10.9428216221
Gabon,GAB,2016,7.18776885416,46.5324675608,22.3324767006,6.69479122171,0.512724367021,10.845380072900001
Gambia,GMB,1990,3.41963169844,33.9089552381,14.959882310100001,4.08558275376,0.287961307938,7.37087901831
Gambia,GMB,1991,3.4449569953299997,34.4393035274,15.1660295947,4.12868937841,0.289477198381,7.482575289820001
Gambia,GMB,1992,3.47410754685,34.9876072322,15.371538523399998,4.16062417215,0.290505077111,7.599234781510001
Gambia,GMB,1993,3.50314125064,35.5385512377,15.5767410497,4.17381557913,0.290499701519,7.70885943029
Gambia,GMB,1994,3.42512822877,34.9606463194,15.3060036831,4.0491711626499995,0.282499187125,7.5689093215200005
Gambia,GMB,1995,3.4604092235199997,35.5213576469,15.5422735764,4.05326106333,0.282418788775,7.664616468029999
Gambia,GMB,1996,3.51600208533,36.6772854147,15.915997180200002,4.10747022762,0.28882560025,7.84436373096
Gambia,GMB,1997,3.52967928736,37.3640506655,16.110103105,4.11181221617,0.289307123395,7.91882030409
Gambia,GMB,1998,3.53534059248,37.7878699518,16.215697384000002,4.1098611936100005,0.288066226555,7.95288454288
Gambia,GMB,1999,3.55322726506,37.9560646343,16.3466818201,4.12485784593,0.288375360729,7.98591002767
Gambia,GMB,2000,3.57003741244,38.0245991292,16.4070560621,4.13247366174,0.290841910858,8.00155245396
Gambia,GMB,2001,3.5603753165699996,38.2541442391,16.3949480586,4.12933236738,0.302802300139,8.01102432076
Gambia,GMB,2002,3.60200096492,38.8956334708,16.6347099143,4.18101155127,0.310650482244,8.12905832761
Gambia,GMB,2003,3.48637118806,38.128218269,15.9968821823,4.04635320592,0.30996148932,7.89627045888
Gambia,GMB,2004,3.4077354596199996,37.2377350526,15.4894973446,3.9613981157700002,0.322857369523,7.697876036319999
Gambia,GMB,2005,3.33180294288,36.2990228461,15.0626913452,3.8742354907300003,0.318141394347,7.506518557540001
Gambia,GMB,2006,3.3233188827399998,36.3719775342,15.0477051701,3.8687458226800002,0.32002575621999996,7.5003072283300005
Gambia,GMB,2007,3.3048703246900004,36.4193025383,15.0097715432,3.8420533636200003,0.31794378441300003,7.473880476770001
Gambia,GMB,2008,3.2655135393499997,36.0664562397,14.7559744448,3.80416999129,0.314448619305,7.37699513809
Gambia,GMB,2009,3.32274875916,36.7066675279,14.9549771237,3.8652523557,0.318569708641,7.4934674029299995
Gambia,GMB,2010,3.2785511130800002,36.0937500999,14.5760689457,3.81513088945,0.313535266988,7.363106704400001
Gambia,GMB,2011,3.27881533636,35.7535744839,14.3847000083,3.8489985141800003,0.30796250413,7.33454587287
Gambia,GMB,2012,3.30627620785,35.6904565325,14.3359593716,3.900792852,0.308833421763,7.36554705159
Gambia,GMB,2013,3.3495807277600003,35.8032544877,14.373367235,3.96470431179,0.31027035333999997,7.4357960357
Gambia,GMB,2014,3.38536707381,35.7707534735,14.356335787899999,4.01783653891,0.311605784285,7.47337771877
Gambia,GMB,2015,3.4071289113,35.6842184837,14.3067505546,4.04356654612,0.31037139564,7.47797170174
Gambia,GMB,2016,3.42197202421,35.8502807141,14.2637509896,4.06087650711,0.30710508411599996,7.479936413389999
Georgia,GEO,1990,5.57664293928,11.603079550799999,9.06520527753,5.99503479147,0.465207814517,5.45467685751
Georgia,GEO,1991,5.64199861219,11.3372696593,9.11384248328,6.11505393472,0.48782787424599994,5.49678111437
Georgia,GEO,1992,5.81108421761,11.282557671400001,9.12863406033,6.442075227300001,0.507126754109,5.64535094762
Georgia,GEO,1993,5.90948787603,11.357213056400001,9.24320114404,6.570260931610001,0.504373324665,5.72726221938
Georgia,GEO,1994,5.7442182767,11.095159512099999,8.98508784789,6.3468088544,0.49460973777899997,5.5446971651900006
Georgia,GEO,1995,5.833810638869999,10.9543817103,9.05266450421,6.45820052664,0.523400904606,5.59149973429
Georgia,GEO,1996,5.95747173388,11.236185084399999,9.14190694119,6.5691241513600005,0.518163997522,5.66367506835
Georgia,GEO,1997,6.30593268823,11.8678887086,9.42665506044,6.9641921687199995,0.576583395737,5.94988174147
Georgia,GEO,1998,6.7594698394999995,12.5694724771,9.6341966776,7.57359573806,0.622434339677,6.341067637120001
Georgia,GEO,1999,6.90263262882,13.1430222408,9.6938259818,7.64255726726,0.634919935884,6.43474129372
Georgia,GEO,2000,6.647808889059999,12.8431564883,9.164077997349999,7.3054359094,0.606157875887,6.16237439387
Georgia,GEO,2001,6.414446885809999,12.0601301376,8.761095405359999,7.06030247514,0.583524282963,5.9316844820700005
Georgia,GEO,2002,6.35224121957,12.3049168478,8.89871523749,6.78934243404,0.518133431681,5.83707357873
Georgia,GEO,2003,6.29464397258,12.851422540300002,9.02407500428,6.46489773238,0.424791443266,5.72490952304
Georgia,GEO,2004,6.47953660099,13.6047925462,9.01343227272,6.59034837668,0.42493096104199995,5.83775646669
Georgia,GEO,2005,6.03222035612,11.3813119859,8.026046766859999,6.38908439354,0.439480254465,5.43317160037
Georgia,GEO,2006,5.89362448082,10.7207830592,7.800031237689999,6.2530403915,0.444215238844,5.27949506052
Georgia,GEO,2007,6.121769774290001,11.1621784998,8.07304923976,6.4421428367099995,0.44434891258899994,5.44532589193
Georgia,GEO,2008,6.56884019848,11.8929852388,8.690391180659999,6.87426514407,0.45202180469099995,5.81389062935
Georgia,GEO,2009,6.93181734933,12.7929202733,9.3454048487,7.108319270650001,0.451493999138,6.09438319023
Georgia,GEO,2010,7.000577892580001,12.831136551399998,9.634763017680001,7.099749179380001,0.430426199681,6.12613842313
Georgia,GEO,2011,7.1194084504,13.275681699100002,9.9797683046,7.09383823334,0.408187521416,6.19473165038
Georgia,GEO,2012,7.24178816108,13.5063634082,10.148732603,7.21441944596,0.39135507266299996,6.283184840210001
Georgia,GEO,2013,7.59916730143,14.081367152,10.5754168671,7.64380485576,0.380330919723,6.60026499216
Georgia,GEO,2014,8.15099110948,15.3185188207,11.457676433900001,8.13456545447,0.362369685733,7.0709497364
Georgia,GEO,2015,7.803035985119999,14.2767697754,10.6917472075,8.02129919703,0.334817338681,6.803683137899999
Georgia,GEO,2016,7.663265912210001,13.9620816651,10.3898075624,7.97847153813,0.31702950393499996,6.6933196744700005
Germany,DEU,1990,18.3551444051,36.380545250400004,25.1108859138,17.274120535399998,0.420060421756,15.128006485199998
Germany,DEU,1991,18.3313738143,36.110255203399994,24.8214945422,17.360301415000002,0.408461348186,15.091504608600001
Germany,DEU,1992,18.115088829100003,35.6120585483,24.3624322448,17.2133138154,0.40200082053400005,14.8931465765
Germany,DEU,1993,17.9206583157,35.065962186600004,24.1282155653,17.0192825204,0.423992436658,14.7188019736
Germany,DEU,1994,17.8466158238,34.661601914,23.8618600608,17.0466838376,0.414430291707,14.6386452059
Germany,DEU,1995,17.9705784487,34.9175944013,23.8926793761,17.197121104300003,0.405020136998,14.7060622256
Germany,DEU,1996,17.834113411,34.3416037421,23.5651638676,17.177157864999998,0.395593578105,14.5747622511
Germany,DEU,1997,17.6707014024,33.531223512500006,23.229503138000002,17.1188484384,0.392401037267,14.412300741200001
Germany,DEU,1998,17.3116425085,32.5761181437,22.699660781000002,16.7601325075,0.40835461002199996,14.0840696297
Germany,DEU,1999,16.9499769692,31.606379219599997,22.1078587976,16.4250785497,0.39842074176500003,13.7529429303
Germany,DEU,2000,16.6472713382,30.826299311299998,21.7243666192,16.0479783277,0.387295656866,13.4282955501
Germany,DEU,2001,16.4136174266,30.421563420100004,21.360401199800002,15.699213300599999,0.39092884666100003,13.1399183652
Germany,DEU,2002,16.205457623799997,30.165770204,21.0555900009,15.3484851912,0.356713662117,12.876377387400002
Germany,DEU,2003,15.9815108829,29.6956062125,20.8211877523,14.977004749399999,0.334804370297,12.6090921775
Germany,DEU,2004,15.6871574686,29.0193540739,20.544190802000003,14.5080222453,0.308506498377,12.267211248499999
Germany,DEU,2005,15.4292833715,28.4025367096,20.3279876875,14.0411724818,0.299196273738,11.9426587169
Germany,DEU,2006,15.156146951299998,27.8034349129,20.0023566162,13.6002656932,0.282251996206,11.6149971243
Germany,DEU,2007,14.956748579300001,27.1709806991,19.6901292367,13.328191026599999,0.27829932734699997,11.384245763400001
Germany,DEU,2008,14.8749336652,26.7764589486,19.568808504,13.1424788637,0.271511181633,11.2381201765
Germany,DEU,2009,14.8761672096,26.459478655799998,19.566614476399998,13.0441171194,0.271698156276,11.164281688600001
Germany,DEU,2010,14.888614428199999,26.2660289878,19.5138711846,12.9590389538,0.269221460186,11.109067740699999
Germany,DEU,2011,14.783037332100001,26.0049348475,19.3472288197,12.7044042078,0.267760733274,10.9471564316
Germany,DEU,2012,14.674619119699999,25.9190975807,19.1300012244,12.4429309833,0.245669744064,10.7805774226
Germany,DEU,2013,14.6610958541,26.0216377847,19.0669789668,12.272361006099999,0.232847270425,10.7091770851
Germany,DEU,2014,14.577482993399999,25.7989076946,18.810122602499998,12.156390984,0.243233104676,10.6128316646
Germany,DEU,2015,14.598345870700001,26.002705714500003,18.6776572074,12.0530698534,0.233950248445,10.5565576769
Germany,DEU,2016,14.6378152219,26.211596918700003,18.557844664399997,11.979520540500001,0.22718872949799998,10.5164495457
Ghana,GHA,1990,4.02113070851,26.6139509932,11.6300211809,5.54841255984,0.308269953135,7.158194051370001
Ghana,GHA,1991,4.11893081976,27.4087780803,11.9344769979,5.63761362275,0.310439971335,7.31941517866
Ghana,GHA,1992,4.268530982190001,28.4893080278,12.366617878000001,5.7931158078800005,0.318732246745,7.56048092435
Ghana,GHA,1993,4.25943957172,28.8191949299,12.2543470253,5.72293732628,0.322530099557,7.52924151272
Ghana,GHA,1994,4.38247801273,29.8200778079,12.556551025600001,5.82907032923,0.328640701844,7.7168757564
Ghana,GHA,1995,4.4940728496,30.7521791925,12.846806343599999,5.90671299344,0.333735092655,7.88272568085
Ghana,GHA,1996,4.50859861205,30.997193743399997,12.862416055299999,5.88076309588,0.331810867741,7.88922576364
Ghana,GHA,1997,4.71213364027,31.8565808382,13.3428893787,6.13684969251,0.333724656969,8.17071417321
Ghana,GHA,1998,4.69537333055,31.723168908399998,13.215013177200001,6.07359029481,0.33102707220099997,8.09525261543
Ghana,GHA,1999,4.7788444298799995,32.1911990846,13.522826681500002,6.118312058899999,0.32993670695099997,8.20052215401
Ghana,GHA,2000,4.84253029511,32.3263528209,13.695275413200001,6.15918176449,0.329588689341,8.2542460922
Ghana,GHA,2001,4.96099503879,34.4203987517,14.7214842164,6.0830010773300005,0.34436050104,8.55688346927
Ghana,GHA,2002,5.05890151111,36.001455161100004,15.549793629,6.02467282905,0.36018645940099997,8.791444845260001
Ghana,GHA,2003,5.12631494655,37.1385481683,16.1989097183,5.94182228668,0.38071452189099997,8.92143059255
Ghana,GHA,2004,5.19884820639,38.3934521462,16.8382020259,5.86925033527,0.394190515516,9.07019677734
Ghana,GHA,2005,5.16414412491,38.066328655300005,16.7851542066,5.76694966363,0.394006686042,8.964920929389999
Ghana,GHA,2006,5.10973920122,37.0899730696,16.6461003016,5.68951261735,0.39265458749200005,8.815779146050001
Ghana,GHA,2007,4.958930715929999,35.075317427,16.1067091256,5.54169392367,0.370775491868,8.4812100414
Ghana,GHA,2008,4.9577705200899995,35.8957472547,16.3305555797,5.43883189265,0.366214713473,8.53065289055
Ghana,GHA,2009,4.996666301,36.3135798744,16.5281354948,5.43888055237,0.371188862303,8.59890436297
Ghana,GHA,2010,5.02247008533,36.5224405282,16.6753456842,5.44169667065,0.366459922234,8.63833317191
Ghana,GHA,2011,5.01307300423,36.481361804100004,16.5459975151,5.47291884102,0.36554557078899996,8.6015493865
Ghana,GHA,2012,5.01810885965,36.8071130843,16.485469099699998,5.49838055327,0.367350023527,8.597581784379999
Ghana,GHA,2013,4.9801694869,36.847630279,16.272132699700002,5.48338609654,0.366285905131,8.5373433636
Ghana,GHA,2014,5.0010775905300004,37.2256979611,16.2028910589,5.52332847894,0.36333180974400003,8.55843946568
Ghana,GHA,2015,4.96438439139,37.089614172199994,15.900683977199998,5.48315747568,0.36101279394799995,8.46430667203
Ghana,GHA,2016,4.94891280463,37.405655292,15.6442822944,5.4496319734,0.351932245574,8.40929305136
Greece,GRC,1990,4.4010788210300005,8.98380244078,5.73752997713,4.5584597672800005,0.131854224699,3.88064894083
Greece,GRC,1991,4.40361270943,8.9676567459,5.7145676202599995,4.540704445599999,0.129563934297,3.8608654534799998
Greece,GRC,1992,4.3531959175,8.76409800006,5.61942360417,4.48050605214,0.129142782024,3.79614636437
Greece,GRC,1993,4.37543033253,8.62559306183,5.61095672181,4.5151679862,0.129076811501,3.7997075822200004
Greece,GRC,1994,4.26393470049,8.20424614691,5.39667002938,4.42509082708,0.12338927679299999,3.6856990128000002
Greece,GRC,1995,4.20460000045,7.808994994910001,5.20873761102,4.41601676368,0.11876517752900001,3.61974734445
Greece,GRC,1996,4.150507516609999,7.4193656726,5.0834530433200005,4.39584957968,0.115517067262,3.5601783162599996
Greece,GRC,1997,4.10460979354,7.18290510597,4.90959869902,4.38472498711,0.112277843066,3.50992184425
Greece,GRC,1998,4.095637308,7.02261550591,4.94312026436,4.34083705319,0.10408110664999999,3.4800879326099996
Greece,GRC,1999,4.047900354499999,6.8200209796,4.83273182562,4.29787271264,0.0989871356468,3.42465724513
Greece,GRC,2000,3.9795486785799996,6.63856652319,4.72551942603,4.21359019568,0.0952888048709,3.34864579038
Greece,GRC,2001,3.8934793400100003,6.383531698330001,4.61001177274,4.12696563355,0.09360383703519999,3.2656967935
Greece,GRC,2002,3.8677044266599996,6.326252306450001,4.62509007155,4.06166267682,0.08684738230360001,3.22491795114
Greece,GRC,2003,3.9231843153100003,6.2118510120699995,4.7233473251,4.13235445485,0.08628944654660001,3.2612389573
Greece,GRC,2004,3.94859775586,6.19484990835,4.704920841,4.17721756468,0.0879009992122,3.27181215715
Greece,GRC,2005,4.0257698038,6.31103544566,4.7568319129,4.26281299308,0.0890597748686,3.32430027721
Greece,GRC,2006,4.04410691928,6.209974004059999,4.78238557716,4.30474427759,0.0834903413609,3.33466295239
Greece,GRC,2007,4.06550820098,6.05662171851,4.781201408539999,4.3834760157899995,0.08018649779499999,3.35662208227
Greece,GRC,2008,4.15417563501,6.17438672246,4.9205385356099995,4.45919440686,0.0791572512352,3.41607527242
Greece,GRC,2009,4.24751168989,6.24330892297,5.09330777646,4.5444530491299995,0.0807871403917,3.4858514035700003
